id,url,event,date,source,headline,type,sentiment_score,sentiment_label
,https://www.bbc.com/pidgin/tori-60508783,Russia's invasion of Ukraine,2/24/2022,BBC,"Ukraine and Russia 'war': Nigeria, Ghana students dey in 'panic mode' afta Vladimir Putin order military operation",Agreement,,Negative
,https://www.wsj.com/world/europe/ukraine-shifts-to-war-footing-tells-citizens-to-leave-russia-11645616181,Russia's invasion of Ukraine,2/24/2022,WSJ,Russia Begins Military Operation in Ukraine,Agreement,,Negative
,https://www.wsj.com/world/russia/ukraine-invasion-is-putins-boldest-move-yet-to-restore-russias-place-in-the-world-11645731030,Russia's invasion of Ukraine,2/24/2022,WSJ,Ukraine Invasion Is Putin’s Most Aggressive Move Yet to Restore Russia’s Place in the World,Agreement,,Negative
,https://www.wsj.com/world/europe/russia-ukraine-war-europe-friendship-ends-11645666480,Russia's invasion of Ukraine,2/24/2022,WSJ,War on Ukraine Ends Europe’s Dream of Russia as a Friend,Agreement,,Negative
,https://www.wsj.com/finance/commodities-futures/russian-attack-on-ukraine-sends-oil-prices-above-100-a-barrel-for-first-time-since-2014-crash-11645681439,Russia's invasion of Ukraine,2/24/2022,WSJ,Oil Prices Surge Above $100 a Barrel After Russia Invades Ukraine,Agreement,,Negative
,https://www.reuters.com/world/europe/activist-thunberg-protests-against-ukraine-invasion-outside-russian-embassy-2022-02-25/,Russia's invasion of Ukraine,2/25/2022,Reuters,Activist Thunberg protests against Ukraine invasion outside Russian embassy in Stockholm,Agreement,,Negative
,https://www.reuters.com/business/global-markets-flows-graphic-2022-02-25/,Russia's invasion of Ukraine,2/25/2022,Reuters,Investors rush to money market funds in days before Russia's Ukraine invasion,Agreement,,Negative
,https://www.reuters.com/business/retail-consumer/philip-morris-suspends-ukraine-operations-after-russian-invasion-2022-02-25/,Russia's invasion of Ukraine,2/25/2022,Reuters,Canadian liquor stores remove Russian vodka from shelves after Ukraine invasion,Agreement,,Negative
,https://www.reuters.com/business/retail-consumer/philip-morris-suspends-ukraine-operations-after-russian-invasion-2022-02-25/,Russia's invasion of Ukraine,2/25/2022,Reuters,Philip Morris suspends Ukraine operations after Russian invasion,Agreement,,Negative
,https://www.theguardian.com/world/2022/feb/25/kyiv-attack-latest-russia-invasion-ukraine,Russia's invasion of Ukraine,2/25/2022,The Guardian,Russian forces tighten hold on Kyiv in attempt to topple government,Agreement,,Negative
,https://www.wsj.com/world/europe/russia-attacks-ukraine-drawing-broad-condemnation-11645682406,Russia's invasion of Ukraine,2/25/2022,WSJ,Ukrainian Capital Rocked by Explosions as Russia Intensifies Attack,Agreement,,Negative
,https://www.wsj.com/world/china/mockery-of-west-warnings-to-taiwan-fill-chinese-social-media-after-ukraine-invasion-11645798598,Russia's invasion of Ukraine,2/25/2022,WSJ,"Mockery of West, Warnings to Taiwan Fill Chinese Social Media After Ukraine Invasion",Agreement,,Negative
,https://www.bbc.com/news/technology-60533083,Russia's invasion of Ukraine,2/26/2022,BBC,Ukraine invasion: Russia restricts social media access,Agreement,,Negative
,https://www.bbc.com/news/technology-60541942,Russia's invasion of Ukraine,2/26/2022,BBC,Millions in Bitcoin pouring into Ukraine from donors,Agreement,,Negative
,https://www.theguardian.com/world/video/2022/feb/26/explosions-and-gunfire-across-kyiv-during-russian-night-assault-video,Russia's invasion of Ukraine,2/26/2022,The Guardian,Explosions and gunfire across Kyiv during Russian night assault – video,Agreement,,Negative
,https://www.wsj.com/world/europe/ukrainian-capital-rocked-by-explosions-as-russia-intensifies-attack-11645771768,Russia's invasion of Ukraine,2/26/2022,WSJ,Russian Forces Close In on Ukraine’s Capital as Kyiv Prepares to Fight,Agreement,,Negative
,https://www.wsj.com/world/asia/pakistans-leader-went-ahead-with-russia-visit-despite-push-to-isolate-putin-over-ukraine-11645885990,Russia's invasion of Ukraine,2/26/2022,WSJ,Pakistan’s Leader Went Ahead With Russia Visit Despite Push to Isolate Putin Over Ukraine,Agreement,,Negative
,https://www.reuters.com/technology/musk-says-starlink-active-ukraine-russian-invasion-disrupts-internet-2022-02-27/,Russia's invasion of Ukraine,2/27/2022,Reuters,Musk says Starlink active in Ukraine as Russian invasion disrupts internet,Agreement,,Negative
,https://www.bbc.com/news/business-61104231,Elon Musk's Twitter acquisition,4/4/2022,BBC,Elon Musk makes offer to buy Twitter,Disagreement,,Positive
,https://www.cnn.com/2022/04/04/investing/elon-musk-twitter-shares-stake,Elon Musk's Twitter acquisition,4/4/2022,CNN,"Elon Musk buys 9.2% stake in Twitter, making him the largest shareholder | CNN Business",Disagreement,,Positive
,https://www.cnn.com/2022/04/14/tech/musk-twitter-offer-explanation,Elon Musk's Twitter acquisition,4/14/2022,CNN,"Elon Musk says his offer to buy Twitter is about ‘the future of civilization,’ not making money | CNN Business",Disagreement,,Positive
,https://www.wsj.com/business/deals/twitter-and-elon-musk-strike-deal-for-takeover-11650912837,Elon Musk's Twitter acquisition,4/25/2022,WSJ,Twitter Accepts Elon Musk’s Offer to Buy Company in $44 Billion Deal,Disagreement,,Positive
,https://www.cnbc.com/2022/04/26/jack-dorsey-elon-musk-is-the-singular-solution-for-twitter.html,Elon Musk's Twitter acquisition,4/26/2022,CNBC,Jack Dorsey says Elon Musk is the 'singular solution I trust' to run Twitter,Disagreement,,Positive
,https://www.wsj.com/tech/twitter-under-elon-musk-what-an-open-source-and-free-speech-oriented-platform-could-look-like-11651091515,Elon Musk's Twitter acquisition,4/27/2022,WSJ,Why Elon Musk’s Twitter Won’t Be What Fans or Critics Expect,Disagreement,,Negative
,https://www.bbc.com/news/business-61399483,Elon Musk's Twitter acquisition,5/11/2022,BBC,Elon Musk would reverse Donald Trump's Twitter ban,Disagreement,,Positive
,https://www.bbc.com/news/business-61433724,Elon Musk's Twitter acquisition,5/13/2022,BBC,Elon Musk puts Twitter deal on hold over fake account details,Disagreement,,Negative
,https://www.cnn.com/2022/05/13/tech/trump-twitter-elon-musk-social-media,Elon Musk's Twitter acquisition,5/13/2022,CNN,"If Elon Musk restores Trump’s Twitter account, it could pave the way for other platforms to do the same | CNN Business",Disagreement,,Positive
,https://www.cnn.com/2022/05/16/tech/elon-musk-twitter-spam-bots-parag,Elon Musk's Twitter acquisition,5/17/2022,CNN,Elon Musk says Twitter deal can’t happen until bot account dispute is resolved | CNN Business,Disagreement,,Negative
,https://www.cnbc.com/2022/05/26/twitter-shareholders-sue-elon-musk-and-twitter-over-chaotic-deal.html,Elon Musk's Twitter acquisition,5/26/2022,CNBC,Twitter shareholders sue Elon Musk and Twitter over chaotic deal,Disagreement,,Negative
,https://www.wsj.com/tech/elon-musk-sends-letter-to-twitter-requesting-data-on-spam-fake-accounts-11654521207,Elon Musk's Twitter acquisition,6/6/2022,WSJ,Elon Musk Threatens to End Twitter Deal Over Lack of Information on Spam Accounts,Disagreement,,Negative
,https://www.bbc.com/news/business-61709782,Elon Musk's Twitter acquisition,6/6/2022,BBC,Elon Musk threatens to walk away from Twitter deal,Disagreement,,Negative
,https://www.wsj.com/tech/elon-musk-has-twitters-data-but-getting-answers-on-spam-accounts-may-be-tougher-11656408601,Elon Musk's Twitter acquisition,6/28/2022,WSJ,"Elon Musk Got Twitter’s Data Dump, Next Comes the Hard Part",Disagreement,,Negative
,https://www.cnbc.com/2022/07/08/elon-musk-notifies-twitter-he-is-terminating-deal.html,Elon Musk's Twitter acquisition,7/8/2022,CNBC,Elon Musk notifies Twitter he is terminating deal,Disagreement,,Negative
,https://www.wsj.com/tech/musk-says-he-is-terminating-twitter-deal-11657315905,Elon Musk's Twitter acquisition,7/9/2022,WSJ,Elon Musk Seeks to Abandon $44 Billion Twitter Deal,Disagreement,,Negative
,https://www.cnn.com/2022/07/08/tech/elon-musk-twitter-deal-exit,Elon Musk's Twitter acquisition,7/9/2022,CNN,Musk tells Twitter he wants out of deal to buy it. Twitter says it will force him to close the sale | CNN Business,Disagreement,,Negative
,https://www.bbc.com/news/business-62121226,Elon Musk's Twitter acquisition,7/11/2022,BBC,Twitter shares fall as Elon Musk backs out of deal,Disagreement,,Negative
,https://www.cnn.com/2022/07/11/tech/elon-musk-deal-termination-twitter-response,Elon Musk's Twitter acquisition,7/11/2022,CNN,Twitter’s legal team calls Elon Musk’s attempt to exit acquisition deal ‘invalid and wrongful’ | CNN Business,Disagreement,,Negative
,https://www.wsj.com/tech/twitter-sues-elon-musk-over-attempt-to-walk-away-from-44-billion-deal-11657660307,Elon Musk's Twitter acquisition,7/12/2022,WSJ,Twitter Sues Elon Musk to Enforce $44 Billion Merger,Disagreement,,Negative
,https://www.cnbc.com/2022/07/12/twitter-sues-elon-musk-to-enforce-original-merger-agreement.html,Elon Musk's Twitter acquisition,7/12/2022,CNBC,Twitter sues Elon Musk to enforce original merger agreement,Disagreement,,Negative
,https://www.wsj.com/business/the-high-profile-attorneys-backing-twitter-and-elon-musk-11657888955,Elon Musk's Twitter acquisition,7/15/2022,WSJ,The High-Profile Attorneys Backing Twitter and Elon Musk,Disagreement,,Positive
,https://www.cnbc.com/2022/07/22/twitter-twtr-earnings-q2-2022.html,Elon Musk's Twitter acquisition,7/22/2022,CNBC,"Twitter misses earnings expectations, partially blames revenue drop on Elon Musk takeover bid",Disagreement,,Negative
,https://www.cnbc.com/2022/04/25/twitter-shares-jump-5percent-on-reports-that-its-ready-to-accept-elon-musks-bid.html,Elon Musk's Twitter acquisition,10/5/2022,CNBC,Twitter shares rise as company announces it approved Musk's $44 billion acquisition bid,Disagreement,,Positive
,https://www.bbc.com/news/technology-63254883,Elon Musk's Twitter acquisition,10/14/2022,BBC,Elon Musk under federal investigation over Twitter deal,Disagreement,,Negative
,https://www.bbc.com/news/business-63408384,Elon Musk's Twitter acquisition,10/27/2022,BBC,Elon Musk claims he's buying Twitter to 'help humanity',Disagreement,,Positive
,https://www.cnbc.com/video/2022/10/27/billionaire-elon-musk-steps-into-twitter-hq-sink-in-hand.html,Elon Musk's Twitter acquisition,10/27/2022,CNBC,"Billionaire Elon Musk steps into Twitter HQ, sink in hand",Disagreement,,Positive
,https://www.wsj.com/articles/elon-musk-will-face-an-early-twitter-challenge-preventing-advertiser-flight-11666871828,Elon Musk's Twitter acquisition,10/28/2022,WSJ,"WSJ News Exclusive | Elon Musk Says Twitter Won’t Be ‘Free-for-All Hellscape,’ Addressing Advertisers’ Concerns",Disagreement,,Negative
,https://www.bbc.com/news/technology-63402338,Elon Musk's Twitter acquisition,10/28/2022,BBC,Elon Musk takes control of Twitter in $44bn deal,Disagreement,,Positive
,https://www.cnn.com/2022/10/28/tech/elon-musk-twitter-deal-close,Elon Musk's Twitter acquisition,10/28/2022,CNN,Twitter confirms completion of Elon Musk’s $44 billion acquisition deal | CNN Business,Disagreement,,Positive
,https://www.cnn.com/2022/10/27/tech/elon-musk-twitter,Elon Musk's Twitter acquisition,10/28/2022,CNN,Elon Musk has taken control of Twitter and fired its top executives | CNN Business,Disagreement,,Negative
,https://www.cnn.com/2022/10/28/tech/elon-musk-twitter-changes,Elon Musk's Twitter acquisition,10/28/2022,CNN,Elon Musk now owns Twitter. Here’s what he could change | CNN Business,Disagreement,,Positive
,https://www.cnn.com/2022/10/28/tech/elon-musk-twitter-golden-parachutes,Elon Musk's Twitter acquisition,10/28/2022,CNN,Elon Musk will have to pay three fired Twitter executives nearly $200 million | CNN Business,Disagreement,,Negative
,https://www.cnbc.com/2022/10/31/elon-musk-has-pulled-more-than-50-tesla-engineers-into-twitter.html,Elon Musk's Twitter acquisition,10/31/2022,CNBC,Elon Musk has pulled more than 50 Tesla employees into his Twitter takeover,Disagreement,,Negative
,https://www.cnn.com/2022/12/05/tech/chatgpt-trnd,Chat GPT launch,12/5/2022,CNN,This AI chatbot is dominating social media with its frighteningly good essays | CNN Business,Disagreement,,Positive
,https://www.bbc.com/news/technology-63861322,Chat GPT launch,12/6/2022,BBC,ChatGPT: New AI chatbot has everyone talking to it,Disagreement,,Positive
,https://www.reuters.com/business/chatgpt-owner-openai-projects-1-billion-revenue-by-2024-sources-2022-12-15/,Chat GPT launch,12/15/2022,Reuters,Exclusive: ChatGPT owner OpenAI projects $1 billion in revenue by 2024,Disagreement,,Positive
,https://www.cnn.com/videos/tv/2022/12/16/exp-gps-1218-last-look-on-ai.cnn,Chat GPT launch,12/18/2022,CNN,On GPS: A new AI breakthrough | CNN,Disagreement,,Positive
,https://www.cnn.com/videos/business/2022/12/26/cheat-app-chatgpt-chatbot-nr-vpx.cnn,Chat GPT launch,12/26/2022,CNN,‘Flood of cheating’: Expert warns new tool will be a game changer for cheaters | CNN Business,Disagreement,,Negative
,https://www.cnn.com/2023/01/23/tech/microsoft-invests-chatgpt-openai,Chat GPT launch,1/24/2023,CNN,Microsoft confirms it’s investing billions in the creator of ChatGPT | CNN Business,Disagreement,,Positive
,https://www.cnn.com/videos/business/2023/01/26/chatgpt-ai-tools-ai-generated-content-scott-galloway-sot-ac360-biz-vpx.cnn,Chat GPT launch,1/25/2023,CNN,Scott Galloway on the ‘scarier part’ of AI tools like ChatGPT | CNN Business,Disagreement,,Negative
,https://edition.cnn.com/2023/01/26/tech/chatgpt-passes-exams,Chat GPT launch,1/26/2023,CNN,ChatGPT passes exams from law and business schools | CNN Business,Disagreement,,Positive
,https://www.wsj.com/articles/chatgpt-creator-openai-is-in-talks-for-tender-offer-that-would-value-it-at-29-billion-11672949279,Chat GPT launch,2/5/2023,WSJ,WSJ News Exclusive | ChatGPT Creator Is Talking to Investors About Selling Shares at $29 Billion Valuation,Disagreement,,Positive
,https://www.bbc.com/news/technology-64538604,Chat GPT launch,2/6/2023,BBC,Google killer' ChatGPT sparks AI chatbot race,Disagreement,,Positive
,https://www.bbc.com/news/technology-64546299,Chat GPT launch,2/6/2023,BBC,Bard: Google launches ChatGPT rival,Disagreement,,Negative
,https://www.reuters.com/technology/microsoft-co-founder-bill-gates-chatgpt-will-change-our-world-2023-02-10/,Chat GPT launch,2/9/2023,Reuters,Microsoft co-founder Bill Gates: ChatGPT 'will change our world',Disagreement,,Positive
,https://www.wsj.com/articles/the-ai-boom-that-could-make-google-and-microsoft-even-more-powerful-9c5dd2a6,Chat GPT launch,2/11/2023,WSJ,The AI Boom That Could Make Google and Microsoft Even More Powerful,Disagreement,,Positive
,https://www.reuters.com/technology/chatgpt-frenzy-sweeps-china-firms-scramble-home-grown-options-2023-02-10/,Chat GPT launch,2/12/2023,Reuters,ChatGPT frenzy sweeps China as firms scramble for home-grown options,Disagreement,,Negative
,https://www.bbc.com/news/business-64464140,Chat GPT launch,2/13/2023,BBC,Could AI swamp social media with fake accounts?,Disagreement,,Negative
,https://www.bbc.com/pidgin/articles/c3gz5ez1v02o,Chat GPT launch,2/14/2023,BBC,AI chatbots fit cause chaos for social media?,Disagreement,,Negative
,https://www.bbc.com/news/technology-64959346,Chat GPT launch,2/14/2023,BBC,OpenAI announces ChatGPT successor GPT-4,Disagreement,,Positive
,https://www.wsj.com/lifestyle/workplace/ai-chatgpt-chatbot-workplace-call-centers-5cd2142a,Chat GPT launch,2/18/2023,WSJ,AI in the Workplace Is Already Here. The First Battleground? Call Centers,Disagreement,,???
,https://www.cnn.com/2023/02/22/tech/vanderbilt-chatgpt-shooting-email,Chat GPT launch,2/22/2023,CNN,Vanderbilt University apologizes for using ChatGPT to write mass-shooting email | CNN Business,Disagreement,,Negative
,https://www.wsj.com/articles/whos-afraid-of-chatgpt-artificial-intelligence-chatbot-pinocchio-facsimile-sillicon-valley-big-tech-f21af67e,Chat GPT launch,2/23/2023,WSJ,Opinion | Who’s Afraid of ChatGPT?,Disagreement,,Negative
,https://www.bbc.com/future/article/20230224-the-ai-emotions-dreamed-up-by-chatgpt,Chat GPT launch,2/24/2023,BBC,The AI emotions dreamed up by ChatGPT,Disagreement,,Positive
,https://www.wsj.com/articles/ai-chat-gpt-bing-travel-flights-hotels-b717148e,Chat GPT launch,2/25/2023,WSJ,Don’t Trust an AI Chatbot With All Your Travel Plans Just Yet,Disagreement,,Negative
,https://www.bbc.com/news/uk-england-bristol-64785020,Chat GPT launch,2/28/2023,BBC,Universities warn against using ChatGPT for assignments,Disagreement,,Negative
,https://www.bbc.com/news/world-us-canada-64967627,Chat GPT launch,3/15/2023,BBC,AI: How 'freaked out' should we be?,Disagreement,,Negative
,https://www.wsj.com/articles/openai-rolls-out-updated-version-of-viral-chatbot-chatgpt-f03fea27,Chat GPT launch,3/15/2023,WSJ,OpenAI Rolls Out New GPT-4 Version of Chatbot ChatGPT,Disagreement,,Positive
,https://edition.cnn.com/2023/03/16/tech/openai-gpt-microsoft-365,Chat GPT launch,3/16/2023,CNN,"Microsoft is bringing ChatGPT technology to Word, Excel and Outlook | CNN Business",Disagreement,,Positive
,https://www.wsj.com/articles/chatgpt-libeled-me-can-i-sue-defamation-law-artificial-intelligence-cartoonist-court-lawyers-technology-14086034,Chat GPT launch,3/16/2023,WSJ,Opinion | ChatGPT Libeled Me. Can I Sue?,Disagreement,,Negative
,https://www.reuters.com/business/healthcare-pharmaceuticals/singapore-approves-pfizers-covid-19-vaccine-expects-first-shots-by-year-end-2020-12-14/,COVID-19 Vaccine Approval,12/14/2020,Reuters,"Singapore approves Pfizer's COVID-19 vaccine, expects first shots by year-end",Agreement,,Positive
,https://www.reuters.com/business/healthcare-pharmaceuticals/indias-coronavirus-vaccine-approved-by-drugs-experts-2021-01-02/,COVID-19 Vaccine Approval,1/3/2021,Reuters,India's coronavirus vaccine approved by drugs experts,Agreement,,Positive
,https://www.reuters.com/business/healthcare-pharmaceuticals/philippines-books-25-million-doses-sinovacs-covid-19-vaccine-2021-01-11/,COVID-19 Vaccine Approval,1/11/2021,Reuters,Philippines books 25 million doses of Sinovac's COVID-19 vaccine,Agreement,,Positive
,https://www.reuters.com/business/healthcare-pharmaceuticals/philippines-troops-ministers-get-covid-19-vaccine-before-approval-2020-12-28/,COVID-19 Vaccine Approval,12/28/2020,Reuters,"Philippines troops, ministers get COVID-19 vaccine before approval",Agreement,,Positive
,https://www.reuters.com/business/healthcare-pharmaceuticals/colombia-regulator-approves-pfizer-biontech-vaccine-emergency-use-2021-01-06/,COVID-19 Vaccine Approval,1/5/2021,Reuters,Colombia regulator approves Pfizer-BioNTech vaccine for emergency use,Agreement,,Positive
,https://www.reuters.com/business/healthcare-pharmaceuticals/eu-may-soon-approve-new-use-pfizer-vaccine-increasing-doses-by-20-source-2021-01-06/,COVID-19 Vaccine Approval,1/6/2021,Reuters,EU may soon approve new use of Pfizer vaccine increasing doses by 20% -source,Agreement,,Positive
,https://www.reuters.com/business/healthcare-pharmaceuticals/czechs-approve-squeezing-extra-dose-pfizer-vaccine-vials-2020-12-30/,COVID-19 Vaccine Approval,12/30/2020,Reuters,Czechs approve squeezing extra dose from Pfizer vaccine vials,Agreement,,Positive
,https://www.reuters.com/business/healthcare-pharmaceuticals/russia-trials-covid-19-vaccine-domestic-animals-including-mink-2020-12-14/,COVID-19 Vaccine Approval,12/14/2020,Reuters,"Russia trials COVID-19 vaccine for domestic animals, including mink",Agreement,,Positive
,https://www.bbc.com/news/world-asia-china-55498197,COVID-19 Vaccine Approval,12/31/2020,BBC,Covid-19: China approves Sinopharm vaccine for general use,Agreement,,Positive
,https://www.bbc.com/news/health-55145696,COVID-19 Vaccine Approval,12/2/2020,BBC,Covid-19: Pfizer/BioNTech vaccine judged safe for use in UK,Agreement,,Positive
,https://www.bbc.com/news/uk-55227325,COVID-19 Vaccine Approval,12/8/2020,BBC,Covid-19 vaccine: First person receives Pfizer jab in UK,Agreement,,Positive
,https://www.bbc.com/news/world-us-canada-55251830,COVID-19 Vaccine Approval,12/9/2020,BBC,Covid: Canada latest country to approve Pfizer-BioNTech vaccine,Agreement,,Positive
